Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository,Tags,Image URL
JP1849,FALSE,TRUE,56133,Asian Art,Woodblock print,"冨嶽三十六景　信州諏訪湖|Lake Suwa in Shinano Province (Shinshū Suwako), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1820,1842,Polychrome woodblock print; ink and color on paper,H. 10 1/8 in. (25.7 cm); W. 14 13/16 in. (37.6 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56133,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Houses|Lakes|Trees|Boats,https://images.metmuseum.org/CRDImages/as/original/DP141028.jpg
JP1850,FALSE,TRUE,56135,Asian Art,Woodblock print,"冨嶽三十六景　東海道品川御殿山の不二|Fuji from Gotenyama at Shinagawa on the Tōkaidō (Tōkaidō Shinagawa Gotenyama no Fuji), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1830,1842,Polychrome woodblock print; ink and color on paper,H. 9 1/2 in. (24.1 cm); W. 14 1/8 in. (35.9 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56135,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Trees|Human Figures,https://images.metmuseum.org/CRDImages/as/original/DP141011.jpg
JP1852,FALSE,TRUE,56136,Asian Art,Woodblock print,"百人一首　乳母かゑとき　猿丸太夫|Poem by Sarumaru Dayū, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1839,1839,1839,Polychrome woodblock print; ink and color on paper,H. 10 in. (25.4 cm); W. 14 3/8 in. (36.5 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56136,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Poetry|Houses|Mountains|Trees|Human Figures,https://images.metmuseum.org/CRDImages/as/original/DP141100.jpg
JP2922,FALSE,TRUE,56137,Asian Art,Woodblock print,"雪月花　淀川|Moonlight on the Yodo River (Yodogawa), from the series Snow, Moon, and Flowers (Setsugekka)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1833,1823,1843,Polychrome woodblock print; ink and color on paper,9 7/8 x 14 7/8 in. (25.1 x 37.8 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56137,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Rivers|Moon|Trees|Boats|Human Figures,https://images.metmuseum.org/CRDImages/as/original/DP141241.jpg
JP2923,FALSE,TRUE,56138,Asian Art,Woodblock print,"雪月花　吉野|Cherry Blossoms at Yoshino (Yoshino), from the series Snow, Moon, and Flowers (Setsugekka)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1833,1823,1843,Polychrome woodblock print; ink and color on paper,9 7/8 x 14 5/8 in. (25.1 x 37.1 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56138,2019-04-02T03:00:47.7Z,"Metropolitan Museum of Art, New York, NY",Trees|Men|Horses,https://images.metmuseum.org/CRDImages/as/original/DP141242.jpg
JP2924,FALSE,TRUE,56139,Asian Art,Woodblock print,"諸國瀧廻リ　下野黒髪山 きりふりの滝|Kirifuri Waterfall at Kurokami Mountain in Shimotsuke (Shimotsuke Kurokamiyama Kirifuri no taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1832,1827,1837,Polychrome woodblock print; ink and color on paper,14 5/8 x 10 5/16 in. (37.1 x 26.2 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56139,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Waterfalls|Mountains|Trees|Human Figures,https://images.metmuseum.org/CRDImages/as/original/DP141256.jpg
JP2925,FALSE,TRUE,56140,Asian Art,Woodblock print,"諸國瀧廻リ　木曾海道小野ノ瀑布|Ono Waterfall on the Kisokaidō (Kisokaidō Ono no bakufu), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1833,1823,1843,Polychrome woodblock print; ink and color on paper,14 3/4 x 10 1/4 in. (37.5 x 26 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56140,2019-03-21T03:00:46.84Z,"Metropolitan Museum of Art, New York, NY",Bridges|Waterfalls|Streams,https://images.metmuseum.org/CRDImages/as/original/DP141257.jpg
JP2926,FALSE,TRUE,56141,Asian Art,Woodblock print,"諸國瀧廻リ　東海道坂ノ下 清瀧くわんおん|Kiyotaki Kannon Waterfall at Sakanoshita on the Tōkaidō (Tōkaidō Sakanoshita Kiyotaki kannon), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1832,1822,1842,Polychrome woodblock print; ink and color on paper,14 5/8 x 10 1/4 in. (37.1 x 26 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56141,2019-03-21T03:00:46.84Z,"Metropolitan Museum of Art, New York, NY",Tea Houses|Waterfalls,https://images.metmuseum.org/CRDImages/as/original/DP141258.jpg
JP2927,FALSE,TRUE,56142,Asian Art,Woodblock print,"諸國瀧廻リ　和州吉野義経馬洗滝|The Waterfall Where Yoshitsune Washed His Horse at Yoshino in Yamato Province (Washū Yoshino Yoshitsune uma arai no taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1832,1822,1842,Polychrome woodblock print; ink and color on paper,14 5/8 x 10 1/4 in. (37.1 x 26 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56142,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Horses|Waterfalls|Washing,https://images.metmuseum.org/CRDImages/as/original/DP141259.jpg
JP2928,FALSE,TRUE,56143,Asian Art,Woodblock print,"諸國瀧廻リ　木曽路ノ奥 阿彌陀ヶ瀧|The Amida Falls in the Far Reaches of the Kisokaidō Road (Kisoji no oku Amida-ga-taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1832,1830,1833,Polychrome woodblock print; ink and color on paper,Image: 14 3/4 x 10 1/4 in. (37.5 x 26 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56143,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Waterfalls|Mountains|Trees,https://images.metmuseum.org/CRDImages/as/original/DP141260.jpg
JP2929,FALSE,TRUE,56144,Asian Art,Woodblock print,"諸國瀧廻　東都葵ヶ岡の瀧|The Falls at Aoigaoka in the Eastern Capital (Tōto Aoigaoka no taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,,,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,,1760,1849,Polychrome woodblock print; ink and color on paper,14 5/8 x 10 1/4 in. (37.1 x 26 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56144,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Houses|Men|Waterfalls|Trees,https://images.metmuseum.org/CRDImages/as/original/DP141261.jpg
JP2930,FALSE,TRUE,56145,Asian Art,Woodblock print,"諸國瀧廻リ　相州大山ろうべんの瀧|Rōben Waterfall at Ōyama in Sagami Province (Sōshū Ōyama Rōben no taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1760–1849,1760,1849,Polychrome woodblock print; ink and color on paper,14 1/2 x 10 in. (36.8 x 25.4 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56145,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Waterfalls|Trees,https://images.metmuseum.org/CRDImages/as/original/DP141262.jpg
JP2931,FALSE,TRUE,56146,Asian Art,Woodblock print,"諸國瀧廻リ　美濃ノ国養老の滝|Yōrō Waterfall in Mino Province (Mino no Yōrō no taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1832,1822,1842,Polychrome woodblock print; ink and color on paper,14 5/8 x 10 1/4 in. (37.1 x 26 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56146,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Waterfalls|Trees,https://images.metmuseum.org/CRDImages/as/original/DP141263.jpg
JP2932,FALSE,TRUE,56147,Asian Art,Woodblock print,"百人一首　宇波か縁説　参儀等|Poem by Sangi Hitoshi (Minamoto no Hitoshi), from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1760–1849,1760,1849,Polychrome woodblock print; ink and color on paper,9 7/8 x 14 1/4 in. (25.1 x 36.2 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56147,2019-03-21T03:00:46.84Z,"Metropolitan Museum of Art, New York, NY",Men|Landscapes,https://images.metmuseum.org/CRDImages/as/original/DP141107.jpg
JP2933,FALSE,TRUE,56148,Asian Art,Woodblock print,"百人一首　乳母かゑとき　柿の本人麿|Poem by Kakinomoto Hitomaro, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1760–1849,1760,1849,Polychrome woodblock print; ink and color on paper,10 1/8 x 14 5/8 in. (25.7 x 37.1 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56148,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Mountains|Landscapes|Human Figures,https://images.metmuseum.org/CRDImages/as/original/DP141108.jpg
JP2934,FALSE,TRUE,56149,Asian Art,Woodblock print,"百人一首　乳母か縁説　中納言家持|Poem by Chūnagon Yakamochi (Ōtomo no Yakamochi), from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1760–1849,1760,1849,Polychrome woodblock print; ink and color on paper,9 3/4 x 14 3/8 in. (24.8 x 36.5 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56149,2019-03-21T03:00:46.84Z,"Metropolitan Museum of Art, New York, NY",Boats,https://images.metmuseum.org/CRDImages/as/original/DP141109.jpg
JP2935,FALSE,TRUE,56150,Asian Art,Woodblock print,"百人一首　うはかゑとき　源宗于朝臣|Poem by Minamoto no Muneyuki Ason, from the series One Hundred poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1835,1825,1845,Polychrome woodblock print; ink and color on paper,9 5/8 x 14 3/8 in. (24.4 x 36.5 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56150,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Trees|Human Figures,https://images.metmuseum.org/CRDImages/as/original/DP141110.jpg
JP2936,FALSE,TRUE,56151,Asian Art,Woodblock print,"百人一首　宇波か縁説　藤原道信朝臣|Poem by Fujiwara no Michinobu Ason, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1760–1845,1760,1845,Polychrome woodblock print; ink and color on paper,10 3/8 x 14 7/8 in. (26.4 x 37.8 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56151,2019-04-02T03:00:47.7Z,"Metropolitan Museum of Art, New York, NY",Poetry|Men,https://images.metmuseum.org/CRDImages/as/original/DP141111.jpg
JP2937,FALSE,TRUE,56157,Asian Art,Woodblock print,"百人一首　宇波か縁説　権中納言定家|Poem by Gon-Chūnagon Sadaie, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1760–1849,1760,1849,Polychrome woodblock print; ink and color on paper,10 1/4 x 15 in. (26 x 38.1 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56157,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Women|Fires|Working,https://images.metmuseum.org/CRDImages/as/original/DP141112.jpg
JP2938,FALSE,TRUE,56171,Asian Art,Woodblock print,"百人一首　うはかゑとき　文屋朝康|Poem by Funya no Asayasu, from the series One Hundred Poems Explained by a Nurse (Hyakunin isshu ubaga etoki)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1760–1849,1760,1849,Polychrome woodblock print; ink and color on paper,9 3/4 x 14 3/8 in. (24.8 x 36.5 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56171,2019-03-21T03:00:46.84Z,"Metropolitan Museum of Art, New York, NY",Lotuses|Women|Boats,https://images.metmuseum.org/CRDImages/as/original/DP141113.jpg
JP1854,FALSE,TRUE,56172,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1800,1790,1810,Polychrome woodblock print; ink and color on paper,H. 9 9/16 in. (24.3 cm); W. 14 7/16 in. (36.7 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56172,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Spring|Working|Human Figures,https://images.metmuseum.org/CRDImages/as/original/DP148848.jpg
JP2940,FALSE,TRUE,56175,Asian Art,Woodblock print,"百人一首　宇波かゑとき　安部仲麿|Poem by Abe no Nakamaro, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1760–1849,1760,1849,Polychrome woodblock print; ink and color on paper,10 3/8 x 14 7/8 in. (26.4 x 37.8 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56175,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Moon|Landscapes|Boats|Human Figures,https://images.metmuseum.org/CRDImages/as/original/DP141115.jpg
JP1858,FALSE,TRUE,56177,Asian Art,Print,市川団十郎|The Actor Ichikawa Danjuro I 1660–1704,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,,1760,1849,Polychrome woodblock print; ink and color on paper,H. 12 in. (30.5 cm); W. 5 3/4 in. (14.6 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56177,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Actors,https://images.metmuseum.org/CRDImages/as/original/DP148849.jpg
JP1859,FALSE,TRUE,56178,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1825,1815,1835,Sketch for a woodblock print; ink and color on paper,Image: 7 1/16 x 11 7/8 in. (17.9 x 30.2 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56178,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Birds,https://images.metmuseum.org/CRDImages/as/original/DP141273.jpg
JP1860,FALSE,TRUE,56183,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1820–34,1820,1834,Polychrome woodblock print; ink and color on paper,H. 9 3/4 in. (24.8 cm); W. 14 1/4 in. (36.2 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56183,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Poppies|Leaves,https://images.metmuseum.org/CRDImages/as/original/DP141274.jpg
JP1862,FALSE,TRUE,56185,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,,1760,1849,Polychrome woodblock print; ink and color on paper,H. 13 1/16 in. (33.2 cm); W. 9 3/8 in. (23.8 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56185,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Working|Boats,https://images.metmuseum.org/CRDImages/as/original/DP141080.jpg
JP1863,FALSE,TRUE,56186,Asian Art,Print,七日夜|Wave,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,,1760,1849,Monochrome woodblock print; ink on paper,H. 14 11/16 in. (37.3 cm); W. 10 11/16 in. (27.1 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56186,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Waves,https://images.metmuseum.org/CRDImages/as/original/DP141081.jpg
JP2950,FALSE,TRUE,56202,Asian Art,Woodblock print,"諸國名橋奇覧　摂洲阿治川口天保山|Tenpōzan at the Mouth of the Aji River in Settsu Province (Sesshū Ajikawaguchi Tenpōzan), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1760–1849,1760,1849,Polychrome woodblock print; ink and color on paper,10 1/4 x 15 1/8 in. (26 x 38.4 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56202,2019-03-21T03:00:46.84Z,"Metropolitan Museum of Art, New York, NY",Landscapes|Bridges|Mountains|Boats,https://images.metmuseum.org/CRDImages/as/original/DP141278.jpg
